연번,검사년도,검사월,수도사업자,정수장명,수원종류,수질검사기관,일반세균,총대장균군,납,불소,비소,셀레늄,수은,시안,크롬,암모니아성질소,질산성질소,카드뮴,페놀,총트리할로메탄,다이아지논,파라티온,1_2-디브로모-3-클로로프로판,페니트로티온,카바릴,1_1_1-트리클로로에탄,테트라클로로에틸렌,트리클로로에틸렌,디클로로메탄,벤젠,톨루엔,에틸벤젠,크실렌,1_1-디클로로에틸렌,사염화탄소,경도,과망간산칼륨소비량,냄새,맛,동,색도,세제,수소이온농도,아연,염소이온,증발잔류물,철,망간,탁도,황산이온,알루미늄,잔류염소,붕소,클로로포름,대장균-분원성대장균군,클로랄하이드레이트,디브로모아세토니트릴,디클로로아세토니트릴,트리클로로아세토니트릴,할로아세틱에시드,브로모디클로로메탄,디브로모클로로메탄,1_4-다이옥산,포름알데히드,브롬산염,우라늄
68,2019,1,강원도 원주시,신림,지하수,원주시 상.하수도사업본부,0,불검출,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0.6,적합,적합,0,1,0,7.7,0,58.3,240,0,0,0.09,9,0,0.37,0.01,0,불검출,0,0.0006,0.0005,0,0,0,0,0,0,0,1.1
69,2019,1,강원도 원주시,원주(생활+공업),하천수,원주시 상.하수도사업본부,0,불검출,0,0,0,0,0,0,0,0.02,2.8,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1.3,적합,적합,0,1,0,7.2,0.002,32.4,149,0,0,0.07,11,0.02,0.64,0.01,0.002,불검출,0.0005,0,0.0007,0,0.004,0,0,0,0,0,
70,2019,1,강원도 강릉시,연곡,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.9,적합,적합,0,1,0,6.8,0,11,67,0,0,0.05,5,0,0.68,0,0.008,불검출,0,0,0,0,0,0.003,0.001,0,0,0,
71,2019,1,강원도 강릉시,홍제2,호소수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,적합,적합,0,1,0,7.2,0,13.6,78,0,0,0.04,7,0,0.66,0,0.01,불검출,0,0,0,0,0,0.003,0,0,0,0,
72,2019,1,강원도 강릉시,홍제3,호소수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.8,적합,적합,0,1,0,7.2,0,14.4,80,0,0,0.05,7,0,0.65,0,0.012,불검출,0,0,0,0,0,0.004,0,0,0,0,
73,2019,1,강원도 동해시,사문,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2.1,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,1.2,적합,적합,0,1,0,7.9,0.01,11.3,206,0,0,0.05,16,0.05,0.4,0,0,불검출,0,0.0009,0,0,0.004,0.001,0.003,0,0,0,
74,2019,1,강원도 동해시,쇄운,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.7,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0.9,적합,적합,0,1,0,7.5,0.002,11,141,0,0,0.04,11,0.03,0.35,0.02,0.002,불검출,0.0009,0.0006,0.0006,0,0.007,0.004,0.004,0,0,0,
75,2019,1,강원도 동해시,이원,복류수,강원-보건환경연구원,0,불검출,0,0.17,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0.8,적합,적합,0,1,0,7.7,0.22,8.6,162,0,0,0.04,12,0,0.3,0.03,0,불검출,0,0.001,0,0,0.004,0,0,0,0,0,
76,2019,1,강원도 태백시,당골2,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.1,적합,적합,0,1,0,7.2,0,3,39,0,0,0.43,4,0,0.79,0,0.006,불검출,0,0,0,0,0.009,0,0,0,0,0,0
77,2019,1,강원도 태백시,혈리,용천수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,2.9,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,92,1.1,적합,적합,0,1,0,8.4,0,13.6,124,0,0,0.36,10,0,0.87,0,0.008,불검출,0,0,0,0,0,0,0,0,0,0,0
78,2019,1,강원도 속초시,설악,복류수,강원-보건환경연구원,0,불검출,0,0.17,0,0,0,0,0,0,0.7,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,적합,적합,0,1,0,6.9,0.003,4.3,27,0,0,0.06,3,0,0.68,0,0.006,불검출,0.0017,0,0.0007,0,0.01,0.002,0,0,0,0.0007,
79,2019,1,강원도 속초시,속초,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.2,적합,적합,0,1,0,6.7,0,9.2,44,0,0,0.06,5,0.05,0.49,0,0.002,불검출,0.0005,0,0,0,0.004,0.002,0.002,0,0,0.0005,
80,2019,1,강원도 속초시,학사평,계곡수,강원-보건환경연구원,0,불검출,0,0.27,0,0,0,0,0,0,0.3,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.8,적합,적합,0,1,0,6.8,0,9.2,30,0,0,0.06,3,0,0.41,0,0.007,불검출,0.0008,0,0.0005,0,0.01,0.002,0,0,0,0.001,
81,2019,1,강원도 삼척시,동막,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.4,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.3,적합,적합,0,1,0,7.2,0.003,4.4,43,0,0,0.02,5,0,0.54,0,0.029,불검출,0.0036,0,0.0009,0,0.011,0.007,0.001,0,0,0,
82,2019,1,강원도 삼척시,마교,하천수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1.9,적합,적합,0,1,0,7.8,0,2.2,111,0,0,0.1,2,0,0.57,0,0.01,불검출,0.0024,0,0,0,0.005,0.004,0.002,0,0,0,
83,2019,1,강원도 삼척시,마평,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.6,적합,적합,0,1,0,7.6,0,2.7,91,0,0,0.03,15,0,0.58,0,0,불검출,0.0028,0,0,0,0,0,0,0,0,0,
84,2019,1,강원도 삼척시,옥원,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.6,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2.2,적합,적합,0,1,0,6.6,0.007,4.4,35,0,0,0.05,5,0,0.56,0,0.019,불검출,0.004,0,0.0008,0,0.011,0.006,0.001,0,0,0,
85,2019,1,강원도 삼척시,임원,지하수,연세환경,0,불검출,0,0,0,0,0,0,0,0,0.5,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.3,적합,적합,0,1,0,6.6,0.014,6.6,36,0,0,0.03,8,0,0.59,0,0,불검출,0.0019,0,0,0,0.002,0.002,0.003,0,0,0,0
86,2019,1,강원도 홍천군,도관,복류수,(주)수앤수물환경연구소,0,불검출,0,0,0,0,0,0,0,0,3.2,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.3,적합,적합,0,1,0,7.2,0,21.4,114,0,0,0.04,0,0,0.84,0,0.004,불검출,0,0,0,0,0,0.003,0.001,0,0,0,
87,2019,1,강원도 홍천군,성산,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,2.5,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.9,적합,적합,0,1,0,7.5,0,9,86,0,0,0.14,0,0,0.76,0,0.015,불검출,0,0,0,0,0,0.007,0.003,0,0,0,
88,2019,1,강원도 홍천군,속초,복류수,한울생명과학(주),0,불검출,0,0.3,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,적합,적합,0,1,0,7.3,0,7.1,112,0,0,0.28,0,0,0.75,0,0,불검출,0,0,0,0,0,0,0,0,0,0,
89,2019,1,강원도 홍천군,자은,복류수,연세환경,0,불검출,0,0,0,0,0,0,0,0,2.3,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0.9,적합,적합,0,1,0,7.7,0,9.5,115,0,0,0.14,0,0,0.82,0,0.016,불검출,0,0,0,0,0,0.006,0.002,0,0,0,
90,2019,1,강원도 홍천군,창촌,복류수,(주)수앤수물환경연구소,0,불검출,0,0,0,0,0,0,0,0,7.7,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2.9,적합,적합,0,1,0,7.1,0,39.6,181,0,0,0.04,0,0,0.65,0,0.007,불검출,0,0,0,0,0,0.006,0.003,0,0,0,
91,2019,1,강원도 홍천군,태학,복류수,한울생명과학(주),0,불검출,0,0.26,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,적합,적합,0,1,0,7.4,0,14.2,130,0,0,0.33,0,0,0.69,0,0,불검출,0,0,0,0,0,0,0,0,0,0,
92,2019,1,강원도 홍천군,풍암,복류수,(주)다솔물환경연구소,0,불검출,0,0,0,0,0,0,0,0,2.2,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2.2,적합,적합,0,1,0,7.8,0,8.5,80,0,0,0.03,0,0,0.82,0,0.005,불검출,0,0,0,0,0,0.003,0.001,0,0,0,
93,2019,1,강원도 영월군,상동,복류수,(주)워트랩,0,불검출,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,적합,적합,0,1,0,7.6,0.006,0,26,0,0,0.38,0,0,0.62,0,0.001,불검출,0,0,0,0,0.002,0.002,0.001,0,0,0,
94,2019,1,강원도 영월군,쌍용,하천수,(주)워트랩,0,불검출,0,0,0,0,0,0,0,0,2.8,0,0,0.037,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,105,1,적합,적합,0,1,0,8,0.021,3.9,169,0,0,0.1,0,0.03,0.63,0.01,0.025,불검출,0,0,0,0,0.006,0.009,0.003,0,0,0,
95,2019,1,강원도 영월군,영월,지하수,(주)워트랩,0,불검출,0,0,0,0,0,0,0,0,1.7,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.8,적합,적합,0,1,0,7.4,0.004,0,116,0,0,0.08,3,0,0.72,0.02,0.001,불검출,0,0,0,0,0,0.002,0.001,0,0,0,0
96,2019,1,강원도 영월군,주천,지하수,(주)워트랩,0,불검출,0,0,0,0,0,0,0,0,3.1,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1.2,적합,적합,0,1,0,7.5,0,2.8,166,0,0,0.37,0,0,0.65,0.01,0.005,불검출,0,0,0,0,0.003,0.006,0.004,0,0,0,0
97,2019,1,강원도 영월군,하동,지하수,(주)워트랩,0,불검출,0,0,0,0,0,0,0,0,1.5,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1.1,적합,적합,0,1,0,8,0,0,158,0,0,0.13,7,0,0.66,0.01,0.005,불검출,0,0,0,0,0,0.003,0.002,0,0,0,0
98,2019,1,강원도 평창군,대관령,,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,2.4,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1.1,적합,적합,0,1,0,8,0,32,107,0,0.005,0.1,9,0,1.01,0,0.012,불검출,0,0,0,0,0,0.005,0,0,0,0,0
99,2019,1,강원도 평창군,미탄,,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.6,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.8,적합,적합,0,1,0,7.9,0,5,25,0,0,0.39,4,0,0.67,0,0.009,불검출,,,,,,0.004,0,0,0,0,
100,2019,1,강원도 평창군,봉평,,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,3.6,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.9,적합,적합,0,1,0,8.2,0.009,8,63,0,0,0.12,8,0,1.12,0,0.008,불검출,,,,,,0.004,0,0,0,0,
101,2019,1,강원도 평창군,신대관령,,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,0.7,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.1,적합,적합,0,1,0,8.2,0,5,28,0,0.012,0.22,3,0,0.5,0,0.01,불검출,,,,,,0,0,0,0,0,
102,2019,1,강원도 평창군,진부,,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,4.3,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.9,적합,적합,0,1,0,7.9,0,18,96,0,0,0.16,10,0,1.39,0,0.009,불검출,,,,,,0.004,0,0,0,0,
103,2019,1,강원도 평창군,평창대화통합,,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,4,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0.8,적합,적합,0,1,0,7.6,0,18,140,0,0,0.15,14,0,0.72,0,0.005,불검출,,,,,,0,0,0,0,0,
104,2019,1,강원도 정선군,구절,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,적합,적합,0,0,0,8.3,0.008,6.4,147,0,0,0.06,9,0,0.86,0,0.021,불검출,0.0009,0.0005,0,0,0.005,0.006,0,0,0,0,
105,2019,1,강원도 정선군,납돌,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,3,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0.4,적합,적합,0,0,0,7.7,0.01,15.2,169,0,0,0.18,24,0,0.16,0.01,0.009,불검출,0.0012,0.0005,0.0005,0,0.004,0.005,0,0,0,0,
106,2019,1,강원도 정선군,덕송,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,3.5,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,적합,적합,0,0,0,7.6,0.01,16,142,0,0,0.12,16,0,0.78,0.01,0.014,불검출,0.001,0,0,0,0.006,0.006,0,0,0,0,
107,2019,1,강원도 정선군,도사곡,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.4,적합,적합,0,0,0,6.7,0.008,3.9,30,0,0,0.22,0,0,0.3,0,0.005,불검출,0.0014,0,0,0,0.006,0,0,0,0,0,
108,2019,1,강원도 정선군,북평,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0.5,적합,적합,0,0,0,8.1,0.009,12.6,125,0,0,0.06,13,0,0.84,0.01,0,불검출,0,0,0,0,0,0,0,0,0,0,
109,2019,1,강원도 정선군,여량,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,4.3,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,적합,적합,0,0,0,8.2,0.005,14.2,147,0,0,0.07,13,0,0.65,0.02,0.014,불검출,0.0009,0.0005,0.0006,0,0.006,0.005,0,0,0,0,
110,2019,1,강원도 정선군,임계,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,5.1,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0.4,적합,적합,0,0,0,7.3,0.008,16.4,120,0,0,0.14,12,0,0.77,0.03,0.017,불검출,0.0006,0,0,0,0.006,0.008,0,0,0,0,
111,2019,1,강원도 정선군,조동,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,3,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,적합,적합,0,0,0,7.6,0.009,16.5,187,0,0,0.12,24,0,0.55,0.01,0.016,불검출,0.0014,0.0005,0.0006,0,0.004,0.006,0,0,0,0,
112,2019,1,강원도 정선군,증산,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.3,적합,적합,0.009,0,0,6.5,0.01,3,34,0,0,0.16,0,0,0.59,0,0.013,불검출,0.002,0,0,0,0.008,0.004,0,0,0,0,
113,2019,1,강원도 정선군,화암,복류수,KOTITI시험연구원,0,불검출,0,0,0,0,0,0,0,0,4.2,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0.4,적합,적합,0,0,0,7.7,0.008,13.3,194,0,0,0.28,13,0,0.67,0.01,0.006,불검출,0.0006,0.0005,0,0,0.002,0,0,0,0,0,
114,2019,1,강원도 철원군,갈말,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2.6,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1.1,적합,적합,0,2,0,7.3,0,14.2,103,0,0,0.14,10,0,0.3,0,0.004,불검출,0,0,0,0,0.002,0.002,0.001,0,0,0.0016,0
115,2019,1,강원도 철원군,동송,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2.5,0,0,0.012,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,56,0.8,적합,적합,0,1,0,7.3,0,12,100,0,0,0.3,10,0.13,0.47,0,0.007,불검출,0.0021,0.0013,0.0006,0,0.005,0.004,0,0,0,0,0
116,2019,1,강원도 철원군,서면,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0.4,적합,적합,0,1,0,6.9,0,4.3,148,0,0,0.06,7,0,0.55,0,0.005,불검출,0,0,0,0,0.001,0,0,0,0,0,0
117,2019,1,강원도 화천군,사창,복류수,강원-보건환경연구원,0,불검출,0,0.23,0,0,0,0,0,0,3.5,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,적합,적합,0,1,0,7.2,0,10.1,59,0,0,0.1,8,0,0.81,0,0.01,불검출,0,0,0.001,0,0.005,0.004,0,0,0,0.0014,
118,2019,1,강원도 화천군,산양,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1.9,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,적합,적합,0,2,0,7.2,0,10.1,72,0,0,0.33,9,0,0.5,0,0.006,불검출,0,0,0,0,0.002,0.002,0,0,0,0.0009,
119,2019,1,강원도 화천군,화천,복류수,강원-보건환경연구원,0,불검출,0,0.17,0,0,0,0,0,0,0.7,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.7,적합,적합,0,1,0,7,0,4.7,91,0,0,0.08,7,0,0.4,0.02,0.003,불검출,0,0,0,0,0,0.001,0,0,0,0,
120,2019,1,강원도 양구군,남면,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2.9,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.7,적합,적합,0,2,0,7.3,0,10.6,103,0,0,0.29,14,0,0.54,0,0.006,불검출,0.0007,0,0,0,0.013,0,0,0,0,0,0
121,2019,1,강원도 양구군,동면,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.8,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,적합,적합,0,1,0,7.3,0,8.8,42,0,0,0.04,6,0,0.85,0,0.005,불검출,0.0008,0,0,0,0.002,0.001,0,0,0,0.0047,0
122,2019,1,강원도 양구군,방산면,복류수,강원-보건환경연구원,0,불검출,0,0.19,0,0,0,0,0,0,0.7,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.6,적합,적합,0,1,0,7.1,0,3.2,54,0,0,0.05,8,0,0.8,0,0.008,불검출,0.002,0,0.0008,0,0.005,0.001,0,0,0,0,0
123,2019,1,강원도 양구군,양구,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,4.2,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0.8,적합,적합,0.036,3,0,7,0.057,16.5,121,0.05,0,0.5,14,0,0.5,0,0.003,불검출,0,0,0,0,0,0.001,0,0,0,0,0
124,2019,1,강원도 인제군,덕산,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.4,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1.1,적합,적합,0,1,0,7.3,0.01,10.6,25,0,0,0.11,10,0,0.86,0,0.005,불검출,0,0,0,0,0,0,0,0,0,0,
125,2019,1,강원도 인제군,부평,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.1,적합,적합,0,1,0,7.3,0,4,28,0,0,0.28,4,0,0.75,0,0.01,불검출,0,0,0,0,0,0,0,0,0,0,
126,2019,1,강원도 인제군,상남정수장,지하수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.2,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.1,적합,적합,0,1,0,7.4,0,6.4,37,0,0,0.13,6,0,0.7,0,0,불검출,0,0,0,0,0,0,0,0,0,0,0
127,2019,1,강원도 인제군,서화,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.1,적합,적합,0,1,0,7.6,0,4.5,33,0,0,0.1,5,0,0.73,0,0.01,불검출,0,0,0,0,0,0,0,0,0,0,
128,2019,1,강원도 인제군,용대,복류수,워터스 생활환경연구소,0,불검출,0,0.17,0,0,0,0,0,0,1.2,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.6,적합,적합,0,1,0,7.3,0,5.1,31,0,0,0.13,6,0,0.47,0,0.017,불검출,0,0,0,0,0,0,0,0,0,0,
129,2019,1,강원도 인제군,천도,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.1,적합,적합,0,1,0,7.4,0.003,5.8,33,0,0,0.34,5,0,0.71,0,0.006,불검출,0,0,0,0,0,0,0,0,0,0,
130,2019,1,강원도 인제군,현리정수장,복류수,워터스 생활환경연구소,0,불검출,0,0,0,0,0,0,0,0,1.3,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.1,적합,적합,0,1,0,7.3,0,6.4,30,0,0,0.16,6,0,0.7,0,0.012,불검출,0,0,0,0,0,0,0,0,0,0,
131,2019,1,강원도 고성군,고성군 통합,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,1,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,적합,적합,0,1,0,6.8,0.002,8.2,59,0,0,0.07,4,0.1,0.4,0,0.001,불검출,0.0006,0,0.0005,0,0.004,0.001,0,0,0,0,
132,2019,1,강원도 고성군,현내,복류수,강원-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.1,적합,적합,0,1,0,6.3,0.003,8.5,55,0,0,0.06,5,0,0.4,0,0,불검출,0,0,0,0,0,0,0,0,0,0,
133,2019,1,강원도 양양군,양양,복류수,(주)혜성환경,0,불검출,0,0.2,0,0,0,0,0,0.02,1.5,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.5,적합,적합,0,1,0,7.2,0.018,10.5,63,0,0,0.17,11,0,0.34,0,0.002,불검출,0,0,0,0,0,0.002,0.001,0,0,0,
134,2019,1,강원도 양양군,오색,계곡수,(주)혜성환경,0,불검출,0,0.23,0,0,0,0,0,0,1.5,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.5,적합,적합,0,1,0,7.4,0.009,7.4,28,0,0,0.14,5,0,0.24,0,0.005,불검출,0,0,0,0,0,0.002,0,0,0,0,
135,2019,1,충청북도 청주시,낭성,지하수,청주시상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,적합,적합,0,0,0,7.3,0.013,9.7,98,0.11,0,0.07,5,0,0.6,0,0,불검출,0,0,0,0,0,0,0,0,0,0,0
136,2019,1,충청북도 청주시,미원,지하수,청주시상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,적합,적합,0,0,0,7.3,0.021,8.6,132,0.06,0,0.06,5,0,0.7,0,0,불검출,0,0,0,0,0,0,0,0,0,0,0
137,2019,1,충청북도 청주시,지북,호소수,청주시상수도사업본부,0,불검출,0,0,0,0,0,0,0,0,1.1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,적합,적합,0,1,0,7.1,0,15.2,88,0.05,0,0.08,11,0,0.7,0,0.016,불검출,0.0011,0,0.0011,0,0.008,0.003,0,0,0,0,
138,2019,1,충청북도 충주시,단월1,복류수,자체수질검사,0,불검출,0,0,0,0,0,0,0,0,3.1,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2.6,적합,적합,0,0,0,7.4,0,35,174,0,0,0.05,20,0,0.64,0.01,0.008,불검출,0.0017,0.0008,0.0043,0,0.01,0.005,0.003,0,0,0,
139,2019,1,충청북도 충주시,단월2,복류수,자체수질검사,0,불검출,0,0,0,0,0,0,0,0,3.1,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2.4,적합,적합,0,0,0,7.4,0,35,179,0,0,0.05,20,0,0.64,0.01,0.007,불검출,0.0016,0.0008,0.0039,0,0.019,0.005,0.003,0,0,0,
140,2019,1,충청북도 제천시,고암,하천수,제천시수도사업소,0,불검출,0,0,0,0,0,0,0,0,4.8,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0.6,적합,적합,0,1,0,7.9,0,23,154,0,0,0.09,14,0.03,0.72,0.02,0.01,불검출,0.0018,0.0052,0.0038,0.0009,0.006,0.006,0.002,0,0,0,0
141,2019,1,충청북도 보은군,교사,복류수,충북-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2.4,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0.5,적합,적합,0,0,0,6.6,0.003,17.5,159,0,0,0.01,21,0,0.65,0,0.005,불검출,0.0011,0.0007,0.0013,0.0016,0.001,0.008,0.005,0,0,0,
142,2019,1,충청북도 보은군,내북,지하수,충북-보건환경연구원,0,불검출,0,0,0,0,0,0,0,0,2.5,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0.5,적합,적합,0,0,0,7.3,0.003,6,134,0,0,0.02,9,0,0.55,0,0,불검출,0.0008,0,0,0.0008,0,0,0,0,0,0,0
